QID,Question,A,B,C,D,Answer,PathID,PathLen,PrScores,EdgeScores,AvgPrScore,,PRExplanationQuality,PRExplanationNotes
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,34,4,[0.191226943194,0.002150162697,0.005649003531,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,4,Chloroplast is Which is found only in plant cells.
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,35,4,[0.191226943194,0.002150162697,0.005649003531,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,4,Chloroplast is Found in plant cells only.
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,36,4,[0.191226943194,0.002150162697,0.005649003531,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,2,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,37,4,[0.191226943194,0.002150162697,0.005649003531,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,3,"Chloroplast is part of plant cell,photosynthesis"
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,38,4,[0.191226943194,0.002150162697,0.005649003531,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,4,Chloroplast is The cell organelles found only in algae and plant cells are.
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,78,3,[0.191226943194,0.001318958548,0.007867222786,chloroplast is *plant.,2,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,90,3,[0.191226943194,0.003006763052,0.004743563318,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is the part of the plant cell that contains chlorophyll./chloroplast is The part of the plant cell where photosynthesis takes place./chloroplast is Part of a plant cell that captures energy from the sun to produce food./chloroplast is a part of the plant cell that uses energy from sunlight to make food.,3,"Chloroplast is part of plant cell,photosynthesis"
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,41,3,[0.191226943194,0.002150162697,0.004587406501,The cell wall is found in plant cells only.,4,Chloroplast is Found in plant cells only.
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,92,3,[0.191226943194,0.003006763052,0.004587406501,Chloroplast is Found in plant cells only./chloroplast is in plant cells only./Chloroplast is Found in plant cells only.,4,Chloroplast is Found in plant cells only.
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,110,3,[0.191226943194,0.002868426932,0.004556766445,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs.,2,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,22,3,[0.191226943194,0.002093478197,0.004284338364,Chloroplast is Plant cell only allows food to be made through photosynthesis./Chloroplast is Plant cell only allows food to be made through photosynthesis.,3,"Chloroplast is part of plant cell,photosynthesis"
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,102,3,[0.191226943194,0.002868426932,0.004284338364,Chloroplast is Plant cell only allows food to be made through photosynthesis./Chloroplast is Plant cell only allows food to be made through photosynthesis.,3,"Chloroplast is part of plant cell,photosynthesis"
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,93,3,[0.191226943194,0.003006763052,0.0038507092,plant cell is Chloroplasts can only be found in this type of cell.,3,"Chloroplast is part of plant cell,photosynthesis"
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,113,3,[0.191226943194,0.002868426932,0.003843020262,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs.,3,"Chloroplast is part of plant cell,photosynthesis"
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,11,3,[0.191226943194,0.002249483176,0.003778319549,chloroplasts is organelle in a plant cell that contains chlorophyll./chloroplast is organelle in a plant cell that contains chlorophyll./chloroplast is the part of the plant cell that contains chlorophyll./chloroplast is round,3,
